index_[thr: 50],img_path,H4W_pve,OSX_pve,l32_pve,H20_pve
1518,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00176_ann_id_133917.png,180.59687219826037,179.17701639244993,83.91074640311372,119.44061598817598
1540,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00179_ann_id_133954.png,272.5253114095976,302.0024404337996,80.7009758208466,135.12288989229512
1546,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00182_ann_id_133971.png,179.7928383218355,202.2562522831353,80.97151684451815,108.22328100125482
1568,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00188_ann_id_134000.png,230.80462990234605,158.8797529042933,65.20021776659274,101.05937864172458
1621,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00198_ann_id_134087.png,509.31070469261255,482.8348538887517,110.09766758527957,189.631951951155
1636,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00200_ann_id_134104.png,255.34646806219945,299.9112656320861,106.29179484784738,138.00483104256224
1647,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00201_ann_id_134116.png,286.8564455749205,245.9206267821894,105.99324748733912,134.8210399666319
1715,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00216_ann_id_134185.png,557.1265047201225,531.7952795402019,202.99005734314645,236.02341756923707
1805,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00238_ann_id_134294.png,156.6778245680475,144.73019669880114,65.10474427094819,90.59170497024829
1865,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00249_ann_id_134370.png,427.2053447980861,295.7559463372269,57.68844844611361,82.79157307115544
1870,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00250_ann_id_134375.png,258.45337737110015,256.71862159502666,105.16198918203222,146.95253293965686
1879,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00251_ann_id_134384.png,174.6723209622153,193.20144722691376,78.34741512226717,105.98004056097292
1922,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifyforest_5_15_00257_ann_id_134433.png,842.1340276487991,310.96432536961595,138.1460839876955,167.44234922948272
1937,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifygrasslands_5_15_00002_ann_id_134464.png,211.9648075671448,225.06918013320464,86.17293418474188,114.0603144478446
2047,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifygrasslands_5_15_00014_ann_id_134583.png,125.41063413416958,122.39856804504076,41.68493654719301,68.0374649763739
2308,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifygrasslands_5_15_00056_ann_id_134868.png,187.16899843000425,179.19971907122243,63.31214604912429,89.54018416698635
2317,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_brushifygrasslands_5_15_00057_ann_id_134878.png,248.89218617333427,210.1811819472231,38.99336210121361,65.76402960401032
2417,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00103_ann_id_134999.png,406.2475653382808,416.3361387672803,134.26541095819124,184.4887321929239
2456,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00111_ann_id_135054.png,189.3950314818211,169.69371550641196,41.59984490987819,72.09235151747609
2524,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00119_ann_id_135137.png,364.02972006473743,340.4341232367246,103.77606719625432,150.3773932141088
2531,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00122_ann_id_135148.png,322.837166129733,308.72364739746126,149.3739129177564,194.104034217752
2533,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00122_ann_id_135150.png,244.0136051253908,344.63853571994764,109.1516630740187,144.32202700094848
2566,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00127_ann_id_135203.png,198.6601628682604,192.32729539403545,43.32062045373683,78.18573241774402
2572,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00127_ann_id_135211.png,353.34631825631743,344.3247320363447,66.96081019212241,118.43676495161044
2573,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00127_ann_id_135212.png,371.2563674100597,348.8781990894523,62.48304916356006,132.0723181282549
2609,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00132_ann_id_135264.png,387.4029682936836,360.0880130130884,104.84272932305343,147.27740485773614
2619,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00133_ann_id_135280.png,669.8222628431163,504.2574026446472,180.96293762177908,206.92369980335383
2630,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00136_ann_id_135295.png,143.14988549940733,135.81689546350324,43.87198925545119,76.15502044366832
2633,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00139_ann_id_135298.png,214.321069717786,222.0467960048033,106.19447718192104,137.579868942179
2680,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00148_ann_id_135367.png,376.1791965380056,261.1869425773913,123.0870945546026,155.51524632836393
2683,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00149_ann_id_135374.png,313.3916770559755,206.59017041903243,77.23178214738286,111.52119574089777
2748,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00163_ann_id_135479.png,406.66059090450045,397.4940945017694,139.20145866431062,224.0744075568404
